number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-5
successful step! iteration = 1658 , error before = 19097.072852 , error next = 19096.980343 , error change = 0.092509 , lambda = 0.200000 , time consumption = 0.466032s

unsuccessful step! iteration = 1659 , error before = 19096.980343 , error next = 19097.096949 , error change = -0.116607 , lambda = 2.000000 , time consumption = 0.466219s

successful step! iteration = 1660 , error before = 19096.980343 , error next = 19096.888940 , error change = 0.091403 , lambda = 0.200000 , time consumption = 0.465853s

unsuccessful step! iteration = 1661 , error before = 19096.888940 , error next = 19097.004152 , error change = -0.115212 , lambda = 2.000000 , time consumption = 0.464355s

successful step! iteration = 1662 , error before = 19096.888940 , error next = 19096.798630 , error change = 0.090310 , lambda = 0.200000 , time consumption = 0.466598s

unsuccessful step! iteration = 1663 , error before = 19096.798630 , error next = 19096.912464 , error change = -0.113834 , lambda = 2.000000 , time consumption = 0.465746s

successful step! iteration = 1664 , error before = 19096.798630 , error next = 19096.709400 , error change = 0.089230 , lambda = 0.200000 , time consumption = 0.468765s

unsuccessful step! iteration = 1665 , error before = 19096.709400 , error next = 19096.821873 , error change = -0.112473 , lambda = 2.000000 , time consumption = 0.464654s

successful step! iteration = 1666 , error before = 19096.709400 , error next = 19096.621237 , error change = 0.088163 , lambda = 0.200000 , time consumption = 0.469515s

unsuccessful step! iteration = 1667 , error before = 19096.621237 , error next = 19096.732365 , error change = -0.111128 , lambda = 2.000000 , time consumption = 0.468584s

successful step! iteration = 1668 , error before = 19096.621237 , error next = 19096.534129 , error change = 0.087108 , lambda = 0.200000 , time consumption = 0.463529s

unsuccessful step! iteration = 1669 , error before = 19096.534129 , error next = 19096.643928 , error change = -0.109799 , lambda = 2.000000 , time consumption = 0.464603s

successful step! iteration = 1670 , error before = 19096.534129 , error next = 19096.448063 , error change = 0.086066 , lambda = 0.200000 , time consumption = 0.465553s

unsuccessful step! iteration = 1671 , error before = 19096.448063 , error next = 19096.556548 , error change = -0.108486 , lambda = 2.000000 , time consumption = 0.468809s

successful step! iteration = 1672 , error before = 19096.448063 , error next = 19096.363026 , error change = 0.085037 , lambda = 0.200000 , time consumption = 0.464349s

unsuccessful step! iteration = 1673 , error before = 19096.363026 , error next = 19096.470214 , error change = -0.107188 , lambda = 2.000000 , time consumption = 0.464773s

successful step! iteration = 1674 , error before = 19096.363026 , error next = 19096.279006 , error change = 0.084020 , lambda = 0.200000 , time consumption = 0.471753s

unsuccessful step! iteration = 1675 , error before = 19096.279006 , error next = 19096.384912 , error change = -0.105906 , lambda = 2.000000 , time consumption = 0.482217s

successful step! iteration = 1676 , error before = 19096.279006 , error next = 19096.195991 , error change = 0.083015 , lambda = 0.200000 , time consumption = 0.470805s

unsuccessful step! iteration = 1677 , error before = 19096.195991 , error next = 19096.300630 , error change = -0.104639 , lambda = 2.000000 , time consumption = 0.472871s

successful step! iteration = 1678 , error before = 19096.195991 , error next = 19096.113969 , error change = 0.082022 , lambda = 0.200000 , time consumption = 0.467872s

unsuccessful step! iteration = 1679 , error before = 19096.113969 , error next = 19096.217357 , error change = -0.103388 , lambda = 2.000000 , time consumption = 0.471915s

successful step! iteration = 1680 , error before = 19096.113969 , error next = 19096.032928 , error change = 0.081041 , lambda = 0.200000 , time consumption = 0.465202s

unsuccessful step! iteration = 1681 , error before = 19096.032928 , error next = 19096.135079 , error change = -0.102151 , lambda = 2.000000 , time consumption = 0.465494s

successful step! iteration = 1682 , error before = 19096.032928 , error next = 19095.952856 , error change = 0.080072 , lambda = 0.200000 , time consumption = 0.469775s

unsuccessful step! iteration = 1683 , error before = 19095.952856 , error next = 19096.053785 , error change = -0.100929 , lambda = 2.000000 , time consumption = 0.477251s

successful step! iteration = 1684 , error before = 19095.952856 , error next = 19095.873742 , error change = 0.079114 , lambda = 0.200000 , time consumption = 0.469876s

unsuccessful step! iteration = 1685 , error before = 19095.873742 , error next = 19095.973464 , error change = -0.099722 , lambda = 2.000000 , time consumption = 0.474087s

successful step! iteration = 1686 , error before = 19095.873742 , error next = 19095.795575 , error change = 0.078168 , lambda = 0.200000 , time consumption = 0.476600s

unsuccessful step! iteration = 1687 , error before = 19095.795575 , error next = 19095.894104 , error change = -0.098529 , lambda = 2.000000 , time consumption = 0.478039s

successful step! iteration = 1688 , error before = 19095.795575 , error next = 19095.718342 , error change = 0.077232 , lambda = 0.200000 , time consumption = 0.474955s

unsuccessful step! iteration = 1689 , error before = 19095.718342 , error next = 19095.815693 , error change = -0.097351 , lambda = 2.000000 , time consumption = 0.473067s

successful step! iteration = 1690 , error before = 19095.718342 , error next = 19095.642034 , error change = 0.076309 , lambda = 0.200000 , time consumption = 0.475472s

unsuccessful step! iteration = 1691 , error before = 19095.642034 , error next = 19095.738220 , error change = -0.096186 , lambda = 2.000000 , time consumption = 0.476573s

successful step! iteration = 1692 , error before = 19095.642034 , error next = 19095.566638 , error change = 0.075396 , lambda = 0.200000 , time consumption = 0.469184s

unsuccessful step! iteration = 1693 , error before = 19095.566638 , error next = 19095.661673 , error change = -0.095035 , lambda = 2.000000 , time consumption = 0.469790s

successful step! iteration = 1694 , error before = 19095.566638 , error next = 19095.492144 , error change = 0.074494 , lambda = 0.200000 , time consumption = 0.473329s

unsuccessful step! iteration = 1695 , error before = 19095.492144 , error next = 19095.586043 , error change = -0.093899 , lambda = 2.000000 , time consumption = 0.467583s

successful step! iteration = 1696 , error before = 19095.492144 , error next = 19095.418541 , error change = 0.073603 , lambda = 0.200000 , time consumption = 0.468932s

unsuccessful step! iteration = 1697 , error before = 19095.418541 , error next = 19095.511317 , error change = -0.092775 , lambda = 2.000000 , time consumption = 0.481961s

successful step! iteration = 1698 , error before = 19095.418541 , error next = 19095.345819 , error change = 0.072722 , lambda = 0.200000 , time consumption = 0.475845s

unsuccessful step! iteration = 1699 , error before = 19095.345819 , error next = 19095.437485 , error change = -0.091665 , lambda = 2.000000 , time consumption = 0.468586s

successful step! iteration = 1700 , error before = 19095.345819 , error next = 19095.273967 , error change = 0.071852 , lambda = 0.200000 , time consumption = 0.471965s

unsuccessful step! iteration = 1701 , error before = 19095.273967 , error next = 19095.364536 , error change = -0.090569 , lambda = 2.000000 , time consumption = 0.471345s

successful step! iteration = 1702 , error before = 19095.273967 , error next = 19095.202975 , error change = 0.070992 , lambda = 0.200000 , time consumption = 0.466884s

unsuccessful step! iteration = 1703 , error before = 19095.202975 , error next = 19095.292460 , error change = -0.089485 , lambda = 2.000000 , time consumption = 0.467152s

successful step! iteration = 1704 , error before = 19095.202975 , error next = 19095.132832 , error change = 0.070143 , lambda = 0.200000 , time consumption = 0.467808s

unsuccessful step! iteration = 1705 , error before = 19095.132832 , error next = 19095.221246 , error change = -0.088415 , lambda = 2.000000 , time consumption = 0.468538s

successful step! iteration = 1706 , error before = 19095.132832 , error next = 19095.063528 , error change = 0.069304 , lambda = 0.200000 , time consumption = 0.469558s

unsuccessful step! iteration = 1707 , error before = 19095.063528 , error next = 19095.150885 , error change = -0.087357 , lambda = 2.000000 , time consumption = 0.484622s

successful step! iteration = 1708 , error before = 19095.063528 , error next = 19094.995053 , error change = 0.068475 , lambda = 0.200000 , time consumption = 0.468378s

unsuccessful step! iteration = 1709 , error before = 19094.995053 , error next = 19095.081365 , error change = -0.086312 , lambda = 2.000000 , time consumption = 0.466973s

successful step! iteration = 1710 , error before = 19094.995053 , error next = 19094.927398 , error change = 0.067655 , lambda = 0.200000 , time consumption = 0.466950s

unsuccessful step! iteration = 1711 , error before = 19094.927398 , error next = 19095.012677 , error change = -0.085279 , lambda = 2.000000 , time consumption = 0.466052s

successful step! iteration = 1712 , error before = 19094.927398 , error next = 19094.860552 , error change = 0.066846 , lambda = 0.200000 , time consumption = 0.466324s

unsuccessful step! iteration = 1713 , error before = 19094.860552 , error next = 19094.944810 , error change = -0.084259 , lambda = 2.000000 , time consumption = 0.465524s

successful step! iteration = 1714 , error before = 19094.860552 , error next = 19094.794506 , error change = 0.066046 , lambda = 0.200000 , time consumption = 0.465025s

unsuccessful step! iteration = 1715 , error before = 19094.794506 , error next = 19094.877756 , error change = -0.083251 , lambda = 2.000000 , time consumption = 0.463390s

successful step! iteration = 1716 , error before = 19094.794506 , error next = 19094.729250 , error change = 0.065256 , lambda = 0.200000 , time consumption = 0.466599s

unsuccessful step! iteration = 1717 , error before = 19094.729250 , error next = 19094.811504 , error change = -0.082254 , lambda = 2.000000 , time consumption = 0.467586s

successful step! iteration = 1718 , error before = 19094.729250 , error next = 19094.664775 , error change = 0.064475 , lambda = 0.200000 , time consumption = 0.464231s

unsuccessful step! iteration = 1719 , error before = 19094.664775 , error next = 19094.746045 , error change = -0.081270 , lambda = 2.000000 , time consumption = 0.467265s

successful step! iteration = 1720 , error before = 19094.664775 , error next = 19094.601071 , error change = 0.063704 , lambda = 0.200000 , time consumption = 0.466380s

unsuccessful step! iteration = 1721 , error before = 19094.601071 , error next = 19094.681369 , error change = -0.080298 , lambda = 2.000000 , time consumption = 0.467175s

successful step! iteration = 1722 , error before = 19094.601071 , error next = 19094.538130 , error change = 0.062941 , lambda = 0.200000 , time consumption = 0.466537s

unsuccessful step! iteration = 1723 , error before = 19094.538130 , error next = 19094.617467 , error change = -0.079337 , lambda = 2.000000 , time consumption = 0.470291s

successful step! iteration = 1724 , error before = 19094.538130 , error next = 19094.475942 , error change = 0.062188 , lambda = 0.200000 , time consumption = 0.464532s
