number of cameras: 16 , number of points: 22106 , number of observations: 83718 , iteration method: GN , initial lambda: 2.000000 , solve equations method: PCG-BW-1
unsuccessful step! iteration = 2317 , error before = 19089.490504 , error next = 19089.492713 , error change = -0.002210 , lambda = 2.000000 , time consumption = 0.458243s

successful step! iteration = 2318 , error before = 19089.490504 , error next = 19089.488772 , error change = 0.001732 , lambda = 0.200000 , time consumption = 0.460588s

unsuccessful step! iteration = 2319 , error before = 19089.488772 , error next = 19089.490955 , error change = -0.002183 , lambda = 2.000000 , time consumption = 0.460563s

successful step! iteration = 2320 , error before = 19089.488772 , error next = 19089.487061 , error change = 0.001711 , lambda = 0.200000 , time consumption = 0.458803s

unsuccessful step! iteration = 2321 , error before = 19089.487061 , error next = 19089.489218 , error change = -0.002157 , lambda = 2.000000 , time consumption = 0.459353s

successful step! iteration = 2322 , error before = 19089.487061 , error next = 19089.485370 , error change = 0.001691 , lambda = 0.200000 , time consumption = 0.457291s

unsuccessful step! iteration = 2323 , error before = 19089.485370 , error next = 19089.487501 , error change = -0.002131 , lambda = 2.000000 , time consumption = 0.462365s

successful step! iteration = 2324 , error before = 19089.485370 , error next = 19089.483700 , error change = 0.001670 , lambda = 0.200000 , time consumption = 0.463291s

unsuccessful step! iteration = 2325 , error before = 19089.483700 , error next = 19089.485805 , error change = -0.002105 , lambda = 2.000000 , time consumption = 0.464242s

successful step! iteration = 2326 , error before = 19089.483700 , error next = 19089.482050 , error change = 0.001650 , lambda = 0.200000 , time consumption = 0.460338s

unsuccessful step! iteration = 2327 , error before = 19089.482050 , error next = 19089.484130 , error change = -0.002080 , lambda = 2.000000 , time consumption = 0.456774s

successful step! iteration = 2328 , error before = 19089.482050 , error next = 19089.480419 , error change = 0.001630 , lambda = 0.200000 , time consumption = 0.457546s

unsuccessful step! iteration = 2329 , error before = 19089.480419 , error next = 19089.482474 , error change = -0.002055 , lambda = 2.000000 , time consumption = 0.460511s

successful step! iteration = 2330 , error before = 19089.480419 , error next = 19089.478808 , error change = 0.001611 , lambda = 0.200000 , time consumption = 0.457323s

unsuccessful step! iteration = 2331 , error before = 19089.478808 , error next = 19089.480839 , error change = -0.002031 , lambda = 2.000000 , time consumption = 0.463992s

successful step! iteration = 2332 , error before = 19089.478808 , error next = 19089.477217 , error change = 0.001592 , lambda = 0.200000 , time consumption = 0.453658s

unsuccessful step! iteration = 2333 , error before = 19089.477217 , error next = 19089.479223 , error change = -0.002006 , lambda = 2.000000 , time consumption = 0.460241s

successful step! iteration = 2334 , error before = 19089.477217 , error next = 19089.475644 , error change = 0.001572 , lambda = 0.200000 , time consumption = 0.455455s

unsuccessful step! iteration = 2335 , error before = 19089.475644 , error next = 19089.477626 , error change = -0.001982 , lambda = 2.000000 , time consumption = 0.455643s

successful step! iteration = 2336 , error before = 19089.475644 , error next = 19089.474091 , error change = 0.001554 , lambda = 0.200000 , time consumption = 0.454638s

unsuccessful step! iteration = 2337 , error before = 19089.474091 , error next = 19089.476049 , error change = -0.001958 , lambda = 2.000000 , time consumption = 0.454412s

successful step! iteration = 2338 , error before = 19089.474091 , error next = 19089.472556 , error change = 0.001535 , lambda = 0.200000 , time consumption = 0.455132s

unsuccessful step! iteration = 2339 , error before = 19089.472556 , error next = 19089.474491 , error change = -0.001935 , lambda = 2.000000 , time consumption = 0.455767s

successful step! iteration = 2340 , error before = 19089.472556 , error next = 19089.471039 , error change = 0.001517 , lambda = 0.200000 , time consumption = 0.456737s

unsuccessful step! iteration = 2341 , error before = 19089.471039 , error next = 19089.472951 , error change = -0.001912 , lambda = 2.000000 , time consumption = 0.458625s

successful step! iteration = 2342 , error before = 19089.471039 , error next = 19089.469541 , error change = 0.001498 , lambda = 0.200000 , time consumption = 0.457136s

unsuccessful step! iteration = 2343 , error before = 19089.469541 , error next = 19089.471429 , error change = -0.001889 , lambda = 2.000000 , time consumption = 0.465816s

successful step! iteration = 2344 , error before = 19089.469541 , error next = 19089.468060 , error change = 0.001480 , lambda = 0.200000 , time consumption = 0.463964s

unsuccessful step! iteration = 2345 , error before = 19089.468060 , error next = 19089.469926 , error change = -0.001866 , lambda = 2.000000 , time consumption = 0.470772s

successful step! iteration = 2346 , error before = 19089.468060 , error next = 19089.466598 , error change = 0.001463 , lambda = 0.200000 , time consumption = 0.459483s

unsuccessful step! iteration = 2347 , error before = 19089.466598 , error next = 19089.468441 , error change = -0.001844 , lambda = 2.000000 , time consumption = 0.458761s

successful step! iteration = 2348 , error before = 19089.466598 , error next = 19089.465153 , error change = 0.001445 , lambda = 0.200000 , time consumption = 0.458304s

unsuccessful step! iteration = 2349 , error before = 19089.465153 , error next = 19089.466974 , error change = -0.001822 , lambda = 2.000000 , time consumption = 0.465732s

successful step! iteration = 2350 , error before = 19089.465153 , error next = 19089.463725 , error change = 0.001428 , lambda = 0.200000 , time consumption = 0.461379s

unsuccessful step! iteration = 2351 , error before = 19089.463725 , error next = 19089.465525 , error change = -0.001800 , lambda = 2.000000 , time consumption = 0.464073s

successful step! iteration = 2352 , error before = 19089.463725 , error next = 19089.462314 , error change = 0.001411 , lambda = 0.200000 , time consumption = 0.464091s

unsuccessful step! iteration = 2353 , error before = 19089.462314 , error next = 19089.464092 , error change = -0.001778 , lambda = 2.000000 , time consumption = 0.462501s

successful step! iteration = 2354 , error before = 19089.462314 , error next = 19089.460920 , error change = 0.001394 , lambda = 0.200000 , time consumption = 0.462649s

unsuccessful step! iteration = 2355 , error before = 19089.460920 , error next = 19089.462677 , error change = -0.001757 , lambda = 2.000000 , time consumption = 0.461941s

successful step! iteration = 2356 , error before = 19089.460920 , error next = 19089.459543 , error change = 0.001377 , lambda = 0.200000 , time consumption = 0.485407s

unsuccessful step! iteration = 2357 , error before = 19089.459543 , error next = 19089.461279 , error change = -0.001736 , lambda = 2.000000 , time consumption = 0.458266s

successful step! iteration = 2358 , error before = 19089.459543 , error next = 19089.458183 , error change = 0.001360 , lambda = 0.200000 , time consumption = 0.468038s

unsuccessful step! iteration = 2359 , error before = 19089.458183 , error next = 19089.459898 , error change = -0.001715 , lambda = 2.000000 , time consumption = 0.453191s

successful step! iteration = 2360 , error before = 19089.458183 , error next = 19089.456839 , error change = 0.001344 , lambda = 0.200000 , time consumption = 0.452421s

unsuccessful step! iteration = 2361 , error before = 19089.456839 , error next = 19089.458533 , error change = -0.001694 , lambda = 2.000000 , time consumption = 0.453718s

successful step! iteration = 2362 , error before = 19089.456839 , error next = 19089.455511 , error change = 0.001328 , lambda = 0.200000 , time consumption = 0.451942s

unsuccessful step! iteration = 2363 , error before = 19089.455511 , error next = 19089.457185 , error change = -0.001674 , lambda = 2.000000 , time consumption = 0.452914s

successful step! iteration = 2364 , error before = 19089.455511 , error next = 19089.454199 , error change = 0.001312 , lambda = 0.200000 , time consumption = 0.461274s

unsuccessful step! iteration = 2365 , error before = 19089.454199 , error next = 19089.455853 , error change = -0.001654 , lambda = 2.000000 , time consumption = 0.461980s

successful step! iteration = 2366 , error before = 19089.454199 , error next = 19089.452902 , error change = 0.001296 , lambda = 0.200000 , time consumption = 0.459150s

unsuccessful step! iteration = 2367 , error before = 19089.452902 , error next = 19089.454536 , error change = -0.001634 , lambda = 2.000000 , time consumption = 0.459805s

successful step! iteration = 2368 , error before = 19089.452902 , error next = 19089.451621 , error change = 0.001281 , lambda = 0.200000 , time consumption = 0.449444s

unsuccessful step! iteration = 2369 , error before = 19089.451621 , error next = 19089.453236 , error change = -0.001614 , lambda = 2.000000 , time consumption = 0.452599s

successful step! iteration = 2370 , error before = 19089.451621 , error next = 19089.450356 , error change = 0.001265 , lambda = 0.200000 , time consumption = 0.454214s

unsuccessful step! iteration = 2371 , error before = 19089.450356 , error next = 19089.451951 , error change = -0.001595 , lambda = 2.000000 , time consumption = 0.448886s

successful step! iteration = 2372 , error before = 19089.450356 , error next = 19089.449106 , error change = 0.001250 , lambda = 0.200000 , time consumption = 0.453757s

unsuccessful step! iteration = 2373 , error before = 19089.449106 , error next = 19089.450682 , error change = -0.001576 , lambda = 2.000000 , time consumption = 0.453642s

successful step! iteration = 2374 , error before = 19089.449106 , error next = 19089.447870 , error change = 0.001235 , lambda = 0.200000 , time consumption = 0.451371s

unsuccessful step! iteration = 2375 , error before = 19089.447870 , error next = 19089.449428 , error change = -0.001557 , lambda = 2.000000 , time consumption = 0.452341s

successful step! iteration = 2376 , error before = 19089.447870 , error next = 19089.446650 , error change = 0.001220 , lambda = 0.200000 , time consumption = 0.451917s

unsuccessful step! iteration = 2377 , error before = 19089.446650 , error next = 19089.448188 , error change = -0.001538 , lambda = 2.000000 , time consumption = 0.453828s

successful step! iteration = 2378 , error before = 19089.446650 , error next = 19089.445444 , error change = 0.001206 , lambda = 0.200000 , time consumption = 0.451310s

unsuccessful step! iteration = 2379 , error before = 19089.445444 , error next = 19089.446964 , error change = -0.001520 , lambda = 2.000000 , time consumption = 0.449615s

successful step! iteration = 2380 , error before = 19089.445444 , error next = 19089.444253 , error change = 0.001191 , lambda = 0.200000 , time consumption = 0.448451s

unsuccessful step! iteration = 2381 , error before = 19089.444253 , error next = 19089.445755 , error change = -0.001502 , lambda = 2.000000 , time consumption = 0.450042s

successful step! iteration = 2382 , error before = 19089.444253 , error next = 19089.443076 , error change = 0.001177 , lambda = 0.200000 , time consumption = 0.451514s

unsuccessful step! iteration = 2383 , error before = 19089.443076 , error next = 19089.444559 , error change = -0.001484 , lambda = 2.000000 , time consumption = 0.450037s
